SR ID,Opened,Closed,Status,Department,Area,Sub-Area,Attached Solution (Topic),Attached Solution SLA Days,City,State,Zip Code,Source,Election District,Maryland State District,Congressional District,Congressional Member,Council District,Council Member Name,Changed Date,# of Days Open,Within SLA Windows,SLA Yes,SLA No,Request Type
1591586044,04/29/2025 03:33:55 PM,04/29/2025 03:39:49 PM,Closed,DHCA,Code Enforcement,,Dead Tree or Branches on Private Property,1.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,04/29/2025 07:39:50 PM,0,Yes,1,0,General Information
1591587278,04/29/2025 04:19:55 PM,04/30/2025 05:59:34 AM,Closed,DOT,Highway Services,Mowing,Mowing,10.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,5.0,Kristin Mink,04/30/2025 09:59:36 AM,1,Yes,1,0,Service Request - Fulfillment
1591558932,04/29/2025 06:48:32 PM,05/05/2025 06:39:53 AM,Closed,DOT,Highway Services,Road Repair,Road Repair,15.0,BROOKEVILLE,MD,20833.0,Web,8.0,14,8.0,Jamie Raskin,7.0,Dawn Luedtke,05/05/2025 10:39:55 AM,4,Yes,1,0,Service Request - Fulfillment
1591616351,04/30/2025 08:49:36 AM,05/13/2025 02:40:53 PM,Closed,DHCA,Code Enforcement,,Tall Grass on Private Property Where the Property is Occupied,25.0,BURTONSVILLE,MD,20866.0,Web,5.0,14,4.0,Glenn Ivey,5.0,Kristin Mink,05/13/2025 06:40:53 PM,9,Yes,1,0,Service Request - Fulfillment
1591624262,04/30/2025 09:14:19 AM,08/26/2025 09:33:38 AM,Closed,DOT,Highway Services,Road Repair,Road Repair,15.0,SILVER SPRING,MD,20904.0,Phone,5.0,14,8.0,Jamie Raskin,5.0,Kristin Mink,08/26/2025 01:33:41 PM,81,No,0,1,Service Request - Fulfillment
1591630234,04/30/2025 10:08:22 AM,05/13/2025 02:40:53 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Phone,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/13/2025 06:40:53 PM,9,Yes,1,0,Service Request - Fulfillment
1591616632,04/30/2025 11:07:22 AM,05/01/2025 12:55:22 PM,Closed,DOT,Highway Services,Road Repair,Road Repair,15.0,ROCKVILLE,MD,20850.0,Web,6.0,15,8.0,Jamie Raskin,1.0,Andrew Friedson,05/01/2025 04:55:25 PM,1,Yes,1,0,Service Request - Fulfillment
1591616821,04/30/2025 11:42:55 AM,05/01/2025 12:53:14 PM,Closed,DOT,Highway Services,Mowing,Mowing,10.0,ROCKVILLE,MD,20850.0,Web,4.0,15,8.0,Jamie Raskin,3.0,Sidney A. Katz,05/01/2025 04:53:16 PM,1,Yes,1,0,Service Request - Fulfillment
1591636359,04/30/2025 11:53:13 AM,05/13/2025 02:40:53 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,ROCKVILLE,MD,20850.0,Phone,6.0,15,8.0,Jamie Raskin,1.0,Andrew Friedson,05/13/2025 06:40:53 PM,9,Yes,1,0,Service Request - Fulfillment
1591637384,04/30/2025 12:02:44 PM,05/13/2025 02:40:53 PM,Closed,DHCA,Code Enforcement,,Hoarding,5.0,ROCKVILLE,MD,20850.0,Phone,4.0,17,8.0,Jamie Raskin,3.0,Sidney A. Katz,05/13/2025 06:40:53 PM,9,No,0,1,Service Request - Fulfillment
1591644353,04/30/2025 01:07:18 PM,05/02/2025 10:22:49 AM,Closed,DOT,Highway Services,Debris Pickup,Tree or Limb Fallen on Ground (Non Emergency),5.0,SILVER SPRING,MD,20906.0,Phone,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/02/2025 02:23:03 PM,2,Yes,1,0,Service Request - Fulfillment
1591641629,04/30/2025 01:36:23 PM,05/01/2025 01:48:49 PM,Closed,DOT,Highway Services,Pothole Repair,Pothole Repair,3.0,ROCKVILLE,MD,20850.0,Phone,4.0,17,8.0,Jamie Raskin,3.0,Sidney A. Katz,05/01/2025 05:48:50 PM,1,Yes,1,0,Service Request - Fulfillment
1591637750,04/30/2025 02:10:19 PM,05/13/2025 02:40:53 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/13/2025 06:40:53 PM,9,Yes,1,0,Service Request - Fulfillment
1591648789,04/30/2025 02:31:04 PM,05/02/2025 10:39:08 AM,Closed,DOT,Highway Services,Road Repair,Road Repair,15.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/02/2025 02:39:10 PM,2,Yes,1,0,Service Request - Fulfillment
1591667184,04/30/2025 02:35:01 PM,05/13/2025 02:41:57 PM,Closed,DHCA,Code Enforcement,,Tall Grass on Private Property Where the Property is Occupied,25.0,BURTONSVILLE,MD,20866.0,Phone,5.0,14,4.0,Glenn Ivey,5.0,Kristin Mink,05/13/2025 06:41:57 PM,9,Yes,1,0,Service Request - Fulfillment
1591668189,04/30/2025 03:21:17 PM,05/13/2025 02:41:57 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,BURTONSVILLE,MD,20866.0,Phone,5.0,14,4.0,Glenn Ivey,5.0,Kristin Mink,05/13/2025 06:41:57 PM,9,Yes,1,0,Service Request - Fulfillment
1591671418,04/30/2025 03:22:32 PM,05/05/2025 06:38:22 AM,Closed,DOT,Highway Services,Debris Pickup,Debris Pickup,5.0,BURTONSVILLE,MD,20866.0,Phone,5.0,14,4.0,Glenn Ivey,5.0,Kristin Mink,05/05/2025 10:38:23 AM,3,Yes,1,0,Service Request - Fulfillment
1591666321,04/30/2025 03:26:18 PM,05/01/2025 01:46:51 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/01/2025 05:46:51 PM,1,Yes,1,0,Service Request - Fulfillment
1591650583,04/30/2025 03:31:46 PM,05/01/2025 05:09:57 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20904.0,Web,5.0,20,8.0,Jamie Raskin,5.0,Kristin Mink,05/01/2025 09:09:57 PM,1,Yes,1,0,Service Request - Fulfillment
1591672610,04/30/2025 04:17:53 PM,05/13/2025 02:41:57 PM,Closed,DHCA,Code Enforcement,,Tall Grass on Private Property Where the Property is Vacant or an Unimproved Lot,50.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/13/2025 06:41:57 PM,9,Yes,1,0,Service Request - Fulfillment
1591681024,04/30/2025 04:30:38 PM,05/05/2025 06:37:11 AM,Closed,DOT,Highway Services,Debris Pickup,Debris Pickup,5.0,SILVER SPRING,MD,20904.0,Phone,5.0,20,8.0,Jamie Raskin,5.0,Kristin Mink,05/05/2025 10:37:16 AM,3,Yes,1,0,Service Request - Fulfillment
1591650902,04/30/2025 05:12:44 PM,05/01/2025 09:37:39 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Web,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/01/2025 01:37:41 PM,1,Yes,1,0,Service Request - Fulfillment
1591664986,04/30/2025 05:31:31 PM,05/01/2025 09:22:42 AM,Closed,DHCA,Code Enforcement,,Tall Grass on Private Property Where the Property is Occupied,25.0,ROCKVILLE,MD,20850.0,Phone,4.0,15,8.0,Jamie Raskin,1.0,Andrew Friedson,05/01/2025 01:22:44 PM,1,Yes,1,0,Service Request - Fulfillment
1591689668,04/30/2025 10:39:27 PM,05/01/2025 02:42:55 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Web,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/01/2025 06:42:58 PM,1,Yes,1,0,Service Request - Fulfillment
1591703003,05/01/2025 07:47:20 AM,05/01/2025 09:02:26 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,ROCKVILLE,MD,20850.0,Web,4.0,15,8.0,Jamie Raskin,3.0,Sidney A. Katz,05/01/2025 01:02:26 PM,0,Yes,1,0,Service Request - Fulfillment
1591705264,05/01/2025 08:12:42 AM,05/02/2025 10:39:54 AM,Closed,DOT,Highway Services,Mowing,Mowing,10.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/02/2025 02:39:56 PM,1,Yes,1,0,Service Request - Fulfillment
1591703377,05/01/2025 09:38:45 AM,05/05/2025 05:35:45 AM,Closed,DOT,Highway Services,Pothole Repair,Pothole Repair,3.0,SILVER SPRING,MD,20906.0,Web,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/05/2025 09:35:49 AM,2,Yes,1,0,Service Request - Fulfillment
1591720046,05/01/2025 10:20:18 AM,05/06/2025 06:44:43 AM,Closed,DOT,Highway Services,Curb and Gutter Repair,Curb and Gutter Repair,40.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/06/2025 10:44:46 AM,3,Yes,1,0,Service Request - Fulfillment
1591703446,05/01/2025 10:52:19 AM,06/10/2025 09:33:25 AM,Closed,DHCA,Code Enforcement,,Tall Grass on Private Property Where the Property is Occupied,25.0,SILVER SPRING,MD,20906.0,Web,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,06/10/2025 01:33:25 PM,27,No,0,1,Service Request - Fulfillment
1591726088,05/01/2025 11:36:01 AM,06/10/2025 09:33:25 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,06/10/2025 01:33:25 PM,27,Yes,1,0,Service Request - Fulfillment
1591726107,05/01/2025 11:38:44 AM,06/10/2025 09:33:25 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,06/10/2025 01:33:25 PM,27,Yes,1,0,Service Request - Fulfillment
1591703838,05/01/2025 02:30:27 PM,05/02/2025 10:40:13 AM,Closed,DOT,Highway Services,Mowing,Mowing,10.0,SILVER SPRING,MD,20904.0,Web,5.0,14,4.0,Glenn Ivey,5.0,Kristin Mink,05/02/2025 02:40:15 PM,1,Yes,1,0,Service Request - Fulfillment
1591741597,05/01/2025 03:09:41 PM,05/01/2025 05:12:34 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20904.0,Phone,5.0,20,8.0,Jamie Raskin,5.0,Kristin Mink,05/01/2025 09:12:34 PM,0,Yes,1,0,Service Request - Fulfillment
1591741745,05/01/2025 03:11:08 PM,05/01/2025 05:13:41 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20904.0,Phone,5.0,20,8.0,Jamie Raskin,5.0,Kristin Mink,05/01/2025 09:13:41 PM,0,Yes,1,0,Service Request - Fulfillment
1591749742,05/01/2025 04:16:36 PM,05/01/2025 04:28:49 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Phone,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/01/2025 08:28:49 PM,0,Yes,1,0,Service Request - Fulfillment
1591784211,05/02/2025 08:11:44 AM,05/02/2025 11:56:00 AM,Closed,DOT,Highway Services,Debris Pickup,Debris Pickup,5.0,ROCKVILLE,MD,20850.0,Web,4.0,15,8.0,Jamie Raskin,1.0,Andrew Friedson,05/02/2025 03:56:02 PM,0,Yes,1,0,Service Request - Fulfillment
1591757939,05/02/2025 08:35:44 AM,05/06/2025 12:38:06 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,5.0,Kristin Mink,05/06/2025 04:38:06 PM,2,Yes,1,0,Service Request - Fulfillment
1591797091,05/02/2025 08:56:45 AM,05/02/2025 10:51:26 AM,Closed,DHCA,Code Enforcement,,Tall Grass on Private Property Where the Property is Vacant or an Unimproved Lot,50.0,SILVER SPRING,MD,20904.0,Phone,5.0,20,8.0,Jamie Raskin,5.0,Kristin Mink,05/02/2025 02:51:26 PM,0,Yes,1,0,Service Request - Fulfillment
1591784179,05/02/2025 09:17:30 AM,05/05/2025 08:04:16 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Web,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/05/2025 12:04:22 PM,1,Yes,1,0,Service Request - Fulfillment
1591804001,05/02/2025 09:24:34 AM,05/02/2025 02:20:26 PM,Closed,DOT,Highway Services,Debris Pickup,Debris Pickup,5.0,SILVER SPRING,MD,20906.0,Phone,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/02/2025 06:20:30 PM,0,Yes,1,0,Service Request - Fulfillment
1591784223,05/02/2025 09:31:28 AM,05/02/2025 10:47:55 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Web,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/02/2025 02:47:57 PM,0,Yes,1,0,Service Request - Fulfillment
1591811056,05/02/2025 10:55:27 AM,06/10/2025 09:33:25 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20904.0,Phone,5.0,14,4.0,Glenn Ivey,5.0,Kristin Mink,06/10/2025 01:33:25 PM,26,Yes,1,0,Service Request - Fulfillment
1591784638,05/02/2025 11:36:38 AM,06/10/2025 09:34:05 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Web,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,06/10/2025 01:34:05 PM,26,Yes,1,0,Service Request - Fulfillment
1591817173,05/02/2025 11:40:07 AM,05/02/2025 04:18:21 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/02/2025 08:18:21 PM,0,Yes,1,0,Service Request - Fulfillment
1591784684,05/02/2025 11:57:21 AM,05/06/2025 11:41:14 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Web,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/06/2025 03:41:14 PM,2,Yes,1,0,Service Request - Fulfillment
1591815418,05/02/2025 12:12:43 PM,05/05/2025 08:08:18 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,5.0,Kristin Mink,05/05/2025 12:08:18 PM,1,Yes,1,0,Service Request - Fulfillment
1591815461,05/02/2025 12:21:35 PM,05/06/2025 05:11:05 AM,Closed,DOT,Highway Services,Sinkhole Repair,Sinkhole Repair,15.0,SILVER SPRING,MD,20906.0,Phone,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/06/2025 09:11:45 AM,2,Yes,1,0,Service Request - Fulfillment
1591784836,05/02/2025 01:00:24 PM,05/08/2025 08:39:08 AM,Closed,DOT,Highway Services,Drainage Repair,Erosion Repair,40.0,SILVER SPRING,MD,20904.0,Web,5.0,20,8.0,Jamie Raskin,5.0,Kristin Mink,05/08/2025 12:39:14 PM,4,Yes,1,0,Service Request - Fulfillment
1591833089,05/02/2025 02:37:31 PM,05/02/2025 03:16:08 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Phone,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/02/2025 07:16:09 PM,0,Yes,1,0,Service Request - Fulfillment
1591839109,05/02/2025 04:27:44 PM,05/05/2025 01:59:29 PM,Closed,DOT,Highway Services,Debris Pickup,Tree or Limb Fallen on Ground (Non Emergency),5.0,SILVER SPRING,MD,20906.0,Phone,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/05/2025 05:59:31 PM,1,Yes,1,0,Service Request - Fulfillment
1591825922,05/02/2025 04:30:36 PM,05/05/2025 02:15:31 PM,Closed,DOT,Highway Services,Debris Pickup,Tree or Limb Down Blocking Roadway (Emergency),1.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/05/2025 06:15:33 PM,1,Yes,1,0,Service Request - Fulfillment
1591837356,05/02/2025 04:36:37 PM,05/06/2025 11:44:04 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,BURTONSVILLE,MD,20866.0,Phone,5.0,14,4.0,Glenn Ivey,5.0,Kristin Mink,05/06/2025 03:44:04 PM,2,Yes,1,0,Service Request - Fulfillment
1591830229,05/02/2025 05:09:14 PM,05/06/2025 08:41:37 AM,Closed,DHCA,Code Enforcement,,Tall Grass on Private Property Where the Property is Occupied,25.0,BROOKEVILLE,MD,20833.0,Web,8.0,14,8.0,Jamie Raskin,7.0,Dawn Luedtke,05/06/2025 12:41:37 PM,2,Yes,1,0,Service Request - Fulfillment
1591838353,05/02/2025 05:17:34 PM,05/05/2025 02:19:28 PM,Closed,DOT,Highway Services,Debris Pickup,Tree or Limb Fallen on Ground (Non Emergency),5.0,SILVER SPRING,MD,20906.0,Phone,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/05/2025 06:19:55 PM,1,Yes,1,0,Service Request - Fulfillment
1591846192,05/02/2025 05:46:40 PM,,In Progress,DOT,Highway Services,Sidewalk Repair,Sidewalk Repair,40.0,SILVER SPRING,MD,20906.0,Phone,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/05/2025 02:12:07 PM,233,No,0,1,Service Request - Fulfillment
1591830282,05/02/2025 05:51:52 PM,05/05/2025 10:24:43 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Web,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/05/2025 02:24:45 PM,1,Yes,1,0,Service Request - Fulfillment
1591866805,05/03/2025 12:48:09 PM,05/06/2025 07:52:07 AM,Closed,DOT,Highway Services,Road Repair,Road Repair,15.0,BROOKEVILLE,MD,20833.0,Web,8.0,14,8.0,Jamie Raskin,7.0,Dawn Luedtke,05/06/2025 11:52:08 AM,2,Yes,1,0,Service Request - Fulfillment
1591866830,05/03/2025 12:51:10 PM,06/10/2025 09:34:05 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20904.0,Web,5.0,20,8.0,Jamie Raskin,5.0,Kristin Mink,06/10/2025 01:34:05 PM,26,Yes,1,0,Service Request - Fulfillment
1591866845,05/03/2025 01:08:49 PM,05/06/2025 07:53:16 AM,Closed,DOT,Highway Services,Pothole Repair,Pothole Repair,3.0,BROOKEVILLE,MD,20833.0,Web,8.0,14,8.0,Jamie Raskin,7.0,Dawn Luedtke,05/06/2025 11:53:22 AM,2,Yes,1,0,Service Request - Fulfillment
1591866745,05/03/2025 01:19:38 PM,05/05/2025 02:22:40 PM,Closed,DOT,Highway Services,Pothole Repair,Pothole Repair,3.0,ROCKVILLE,MD,20850.0,Web,9.0,15,8.0,Jamie Raskin,3.0,Sidney A. Katz,05/05/2025 06:22:43 PM,1,Yes,1,0,Service Request - Fulfillment
1591904155,05/04/2025 10:00:04 AM,05/05/2025 09:49:20 AM,Closed,DOT,Highway Services,Debris Pickup,Tree or Limb Fallen on Ground (Non Emergency),5.0,SILVER SPRING,MD,20904.0,Web,5.0,20,8.0,Jamie Raskin,5.0,Kristin Mink,05/05/2025 01:49:22 PM,1,Yes,1,0,Service Request - Fulfillment
1591914473,05/04/2025 10:34:45 PM,06/10/2025 10:16:59 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20904.0,Web,5.0,14,4.0,Glenn Ivey,5.0,Kristin Mink,06/10/2025 02:16:59 PM,26,Yes,1,0,Service Request - Fulfillment
1591938461,05/05/2025 08:37:38 AM,05/07/2025 02:17:03 PM,Closed,DOT,Highway Services,Debris Pickup,Tree or Limb Down Blocking Roadway (Emergency),1.0,BROOKEVILLE,MD,20833.0,Phone,8.0,14,8.0,Jamie Raskin,7.0,Dawn Luedtke,05/07/2025 06:17:05 PM,2,No,0,1,Service Request - Fulfillment
1591939540,05/05/2025 08:55:25 AM,05/05/2025 09:50:50 AM,Closed,DOT,Highway Services,Debris Pickup,Tree or Limb Fallen on Ground (Non Emergency),5.0,SILVER SPRING,MD,20904.0,Phone,5.0,14,8.0,Jamie Raskin,5.0,Kristin Mink,05/05/2025 01:50:52 PM,0,Yes,1,0,Service Request - Fulfillment
1591930479,05/05/2025 09:31:04 AM,05/14/2025 12:30:10 PM,Closed,DHCA,Code Enforcement,,Hoarding,5.0,SILVER SPRING,MD,20906.0,Web,13.0,19,8.0,Jamie Raskin,5.0,Kristin Mink,05/14/2025 04:30:10 PM,7,No,0,1,Service Request - Fulfillment
1591943407,05/05/2025 09:37:42 AM,05/05/2025 02:26:14 PM,Closed,DOT,Highway Services,Debris Pickup,Debris Pickup,5.0,SILVER SPRING,MD,20906.0,Phone,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/05/2025 06:26:17 PM,0,Yes,1,0,Service Request - Fulfillment
1591930546,05/05/2025 10:27:36 AM,05/06/2025 06:26:45 AM,Closed,DOT,Highway Services,Mowing,Mowing,10.0,SILVER SPRING,MD,20906.0,Web,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/06/2025 10:31:04 AM,1,Yes,1,0,Service Request - Fulfillment
1591943815,05/05/2025 10:40:13 AM,05/05/2025 02:00:33 PM,Closed,DOT,Highway Services,Debris Pickup,Tree or Limb Fallen on Ground (Non Emergency),5.0,SILVER SPRING,MD,20906.0,Internal,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/05/2025 06:00:34 PM,0,Yes,1,0,Service Request - Fulfillment
1591957034,05/05/2025 10:45:17 AM,05/21/2025 03:28:31 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,5.0,Kristin Mink,05/21/2025 07:28:31 PM,12,Yes,1,0,Service Request - Fulfillment
1591960044,05/05/2025 11:01:28 AM,05/22/2025 05:37:01 AM,Closed,DOT,Highway Services,Debris Pickup,Reassign Tree Down in ROW or Roadway,5.0,SILVER SPRING,MD,20906.0,Internal,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/22/2025 09:37:04 AM,13,No,0,1,Service Request - Fulfillment
1591947677,05/05/2025 11:37:27 AM,05/07/2025 07:24:29 AM,Closed,DOT,Highway Services,Road Repair,Road Repair,15.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/07/2025 11:24:31 AM,2,Yes,1,0,Service Request - Fulfillment
1591930902,05/05/2025 11:52:22 AM,05/05/2025 04:21:33 PM,Closed,DHCA,Code Enforcement,,Tall Grass on Private Property Where the Property is Occupied,25.0,ROCKVILLE,MD,20850.0,Web,4.0,17,8.0,Jamie Raskin,3.0,Sidney A. Katz,05/05/2025 08:21:33 PM,0,Yes,1,0,Service Request - Fulfillment
1591962358,05/05/2025 11:57:00 AM,05/14/2025 06:16:13 AM,Closed,DOT,Highway Services,Road Repair,Road Repair,15.0,SILVER SPRING,MD,20904.0,Phone,5.0,20,8.0,Jamie Raskin,5.0,Kristin Mink,05/14/2025 10:16:15 AM,7,Yes,1,0,Service Request - Fulfillment
1591981081,05/05/2025 01:30:57 PM,05/06/2025 09:25:12 AM,Closed,DHCA,Code Enforcement,,Tall Grass on Private Property Where the Property is Occupied,25.0,SILVER SPRING,MD,20906.0,Phone,13.0,18,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/06/2025 01:25:12 PM,1,Yes,1,0,Service Request - Fulfillment
1591962937,05/05/2025 01:32:58 PM,05/20/2025 07:34:15 AM,Closed,DOT,Highway Services,Office,Roadway Resurfacing or Repaving,5.0,SILVER SPRING,MD,20904.0,Phone,5.0,20,8.0,Jamie Raskin,5.0,Kristin Mink,05/20/2025 11:34:18 AM,11,No,0,1,Service Request - Fulfillment
1591985270,05/05/2025 02:08:58 PM,06/10/2025 10:18:51 AM,Closed,DHCA,Code Enforcement,,Tall Grass on Private Property Where the Property is Vacant or an Unimproved Lot,50.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,06/10/2025 02:18:51 PM,25,Yes,1,0,Service Request - Fulfillment
1591986304,05/05/2025 02:44:54 PM,05/06/2025 01:38:08 PM,Closed,DOT,Highway Services,Mowing,Mowing,10.0,SILVER SPRING,MD,20904.0,Phone,5.0,14,4.0,Glenn Ivey,5.0,Kristin Mink,05/06/2025 05:38:10 PM,1,Yes,1,0,Service Request - Fulfillment
1591996094,05/05/2025 04:08:50 PM,05/08/2025 08:40:31 AM,Closed,DOT,Highway Services,Snow Removal Damage,Grass Damage from Snow Event,60.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/08/2025 12:40:38 PM,3,Yes,1,0,Service Request - Fulfillment
1591998056,05/05/2025 05:11:54 PM,05/07/2025 11:53:52 AM,Closed,DOT,Highway Services,Sinkhole Repair,Sinkhole Repair,15.0,SILVER SPRING,MD,20904.0,Phone,5.0,14,8.0,Jamie Raskin,5.0,Kristin Mink,05/07/2025 03:53:55 PM,2,Yes,1,0,Service Request - Fulfillment
1592003273,05/05/2025 05:40:21 PM,05/06/2025 01:38:33 PM,Closed,DOT,Highway Services,Debris Pickup,Tree or Limb Fallen on Ground (Non Emergency),5.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,05/06/2025 05:38:35 PM,1,Yes,1,0,Service Request - Fulfillment
1592000707,05/05/2025 08:30:50 PM,05/08/2025 08:39:49 AM,Closed,DOT,Highway Services,Road Repair,Road Repair,15.0,SILVER SPRING,MD,20906.0,Web,13.0,19,8.0,Jamie Raskin,5.0,Kristin Mink,05/08/2025 12:39:57 PM,3,Yes,1,0,Service Request - Fulfillment
1592000936,05/05/2025 09:56:20 PM,05/06/2025 06:37:13 AM,Closed,DOT,Highway Services,Debris Pickup,Tree or Limb Fallen on Ground (Non Emergency),5.0,SILVER SPRING,MD,20906.0,Web,13.0,19,8.0,Jamie Raskin,5.0,Kristin Mink,05/06/2025 10:37:15 AM,1,Yes,1,0,Service Request - Fulfillment
1591996842,05/06/2025 08:11:12 AM,06/10/2025 10:18:51 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,SILVER SPRING,MD,20906.0,Phone,13.0,19,8.0,Jamie Raskin,6.0,Natali Fani-Gonz?!lez,06/10/2025 02:18:51 PM,24,Yes,1,0,Service Request - Fulfillment
